scheme_code,scheme_name,amc,scheme_type,scheme_category_full,category,sub_category
116894,Axis Strategic Bond Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
117312,Taurus Banking & Financial Services Fund - Regular Plan - Growth,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
117446,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
117549,Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
117560,Axis Focused Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
141072,Quantum Multi Asset Active FOF - Regular Plan Growth Option,Quantum Asset Management Company Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
117620,ICICI Prudential US Bluechip Equity Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
117691,DSP US Specific Equity Omni FoF - Regular Plan - Growth Option,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
117716,Kotak Credit Risk Fund - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
117981,UTI Credit Risk Fund  - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
118232,Invesco India Banking and PSU Fund - Regular Plan - Growth Option,Invesco Asset Management (India) Private Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101703,Tata Medium Term Fund -Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100475,Tata Large Cap Fund -Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100415,Tata Ethical Fund-Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
102328,Tata Mid Cap Fund Regular Plan- Growth Option,Tata Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101824,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
101766,Tata Infrastructure Fund-Regular Plan- Growth Option,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149203,Tata Retirement Savings Fund-Progressive Plan-Regular-Growth,Tata Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
115942,Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option,Tata Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
101847,Tata Money Market Fund-Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
102672,Tata Liquid Fund -Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
103159,Tata Treasury Advantage Fund - Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
100418,Tata Income Fund -Regular Plan - Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101548,Tata Short Term Bond Fund -Regular Plan- Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101945,Tata Gilt Retirement Plan- 28/2/25 Growth Option,Tata Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
121280,Bandhan Banking and PSU Fund - Regular Growth,Bandhan AMC Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
122387,Motilal Oswal Focused Fund - Regular Plan Growth Option,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,PPFAS Asset Management Pvt. Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,360 ONE Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
122644,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
122650,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
123690,Kotak Banking and PSU Debt - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
123708,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,Groww Asset Management Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
124172,DSP Banking & PSU Debt Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
124233,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
125259,360 ONE LIQUID FUND REGULAR PLAN  GROWTH,360 ONE Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
125305,PGIM India Midcap Fund - Regular Plan - Growth Option,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
125350,Axis Small Cap Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
125494,SBI Small Cap Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
125498,SBI BANKING & PSU FUND - Regular Paln - Growth,SBI Funds Management Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
125595,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
125713,Shriram Aggressive Hybrid Fund- Regular Growth,Shriram Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
126351,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option,Invesco Asset Management (India) Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
127039,Motilal Oswal Midcap Fund-Regular Plan-Growth Option,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
128009,Kotak Medium Term Fund - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
128053,HDFC Credit Risk Debt Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
128628,HDFC Banking and PSU Debt Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
129006,Franklin India Banking & PSU Debt Fund - Growth,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
129048,Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
129187,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
129213,Sundaram Infrastructure Advantage Fund Regular Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
129647,Union Small Cap Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
130037,Nippon India Medium Duration Fund - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
148083,Nippon India Medium Duration Fund - Segregated Portfolio 1 - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
148286,Nippon India Medium Duration Fund - Segregated Portfolio 2 - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
130205,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
130309,Axis Credit Risk Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
130492,DSP Income Plus Arbitrage Omni FoF - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
130496,HDFC Large and Mid Cap Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
130502,HDFC Small Cap Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
130533,HDFC Income Plus Arbitrage Active FOF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
130721,Invesco India Credit Risk Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
130771,Axis Arbitrage Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
130863,Nippon India Japan Equity Fund- Growth Plan- Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
131051,ICICI Prudential Constant Maturity Gilt Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund with 10 year constant duration,Debt,Gilt Fund with 10 year constant duration
131297,DSP 10Y G-Sec Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Gilt Fund with 10 year constant duration,Debt,Gilt Fund with 10 year constant duration
131372,Kotak Equity Savings Fund - Regular - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
131578,360 ONE Focused Fund -Regular Plan - Growth,360 ONE Asset Management Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
131864,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
131896,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
132987,Franklin India Income Plus Arbitrage Active Fund of Funds- Growth Plan,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
154325,Groww Arbitrage Fund Regular Growth,Groww Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
133385,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
133486,Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
152904,Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1),Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
152892,Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1),Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
148330,Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
133513,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
133565,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
133572,Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
133711,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
133770,Kotak Coporate Bond Fund- Retail Plan-Growth Option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
133782,Kotak Corporate Bond Fund- Regular Plan-Growth Option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
133772,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
133796,Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
133797,Kotak Infrastructure & Economic Reform Fund - Institutional Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
133805,Kotak Low Duration Fund- Regular Plan-Growth Option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
133815,Kotak World Gold Fund - Standard Plan - Growth Option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
133833,Kotak US Equity Fund - Standard Plan - Growth option,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
133836,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
133858,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
134016,LIC MF Banking and Financial Services Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
133926,DSP Low Duration Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
